Name,Author,User Rating,Reviews,Price,Year,Genre
Where the Wild Things Are,Ernest Cline,3.6,32550.0,46.0,2011.0,Non Fiction
George Washington's Sacred Fire,Amy Shields,,,49.0,2011.0,Fiction
Sycamore Row (Jake Brigance),DK,4.2,,,2015.0,Non Fiction
,JJ Smith,$4.80,,23.0,2017.0,Non Fiction
"I, Alex Cross",,3.9,32745.0,21.0,2009.0,Fiction
The Big Short: Inside the Doomsday Machine,Wizards RPG Team,3.9,30670.0,44.0,2015.0,Fiction
Dover Creative Haven Art Nouveau Animal Designs Coloring Book (Creative Haven Coloring Books),James Patterson,3.6,30502.0,10.0,2009.0,Fiction
"Divine Soul Mind Body Healing and Transmission System: The Divine Way to Heal You, Humanity, Mother Earth, and All…",,4.5,44867.0,6.0,2014.0,Fiction
"Enchanted Forest: An Inky Quest and Coloring book (Activity Books, Mindfulness and Meditation, Illustrated Floral Prints…",R. J. Palacio,,256.0,45.0,2015.0,Fiction
"The Blood Sugar Solution: The UltraHealthy Program for Losing Weight, Preventing Disease, and Feeling Great Now!",Chris Cleave,,15040.0,6.0,2015.0,Fiction
"The Plant Paradox Cookbook: 100 Delicious Recipes to Help You Lose Weight, Heal Your Gut, and Live Lectin-Free",M Prefontaine,4.1,20419.0,25.0,2018.0,Non Fiction
Capital in the Twenty First Century,Edward M. Kennedy,,13527.0,31.0,2017.0,Fiction
Ship of Fools: How a Selfish Ruling Class Is Bringing America to the Brink of Revolution,Jim Collins,4.4,13029.0,10.0,2011.0,Fiction
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,Angie Thomas,3.9,4435.0,39.0,,Fiction
Humans of New York,Gillian Flynn,4.9,9638.0,36.0,2015.0,Fiction
Gone Girl,Walter Isaacson,4.0,19800.0,33.0,2009.0,Non Fiction
The Day the Crayons Quit,Robert Munsch,4.7,13410.0,32.0,2013.0,Fiction
The Day the Crayons Quit,Tara Westover,4.6,19849.0,42.0,2014.0,
,Carol S. Dweck,4.1,39297.0,,2015.0,Non Fiction
Obama: An Intimate Portrait,Tucker Carlson,4.4,36893.0,10.0,,Non Fiction
Shred: The Revolutionary Diet: 6 Weeks 4 Inches 2 Sizes,Edward Klein,4.3,8997.0,48.0,"$2,016.00",Non Fiction
The Five Dysfunctions of a Team: A Leadership Fable,Amy Shields,3.5,,31.0,2011.0,Fiction
Olive Kitteridge,Scholastic,4.2,47149.0,43.0,2014.0,Fiction
Harry Potter Coloring oBok,Mary Ann Shaffer,3.6,12433.0,29.0,2014.0,Non Fiction
Olive Kitteridge,Bill Martin Jr.,3.9,,20.0,2010.0,Non Fiction
Adult Coloring Book: Stress Relieving Animal Designs,Cheryl Strayed,5.0,29273.0,42.0,2019.0,Fiction
A Gentleman in Moscow: A Novel,Jen Sincero,,38651.0,,2015.0,Non Fiction
Dog Man: A Tale of Two Kitties: From the Creator of Captain Underpants (Dog Man #3),Sherri Duskey Rinker,3.6,45212.0,14.0,2017.0,Non Fcition
"Eat This, Not That! Thousands of Simple Food Swaps that Can Save You 10, 20, 30 Pounds--or More!",Coloring Books for Adults,,8604.0,44.0,2017.0,Non Fiction
Fifty Shades Trilogy (Fifty Shades of Grey / Fifty Shades Darker / Fifty Shades Freed),AllieB rosh,3.9,8576.0,27.0,2013.0,Non Fiction
The Legend of Zelda: Hyrule Historia,,4.9,2742.0,25.0,2017.0,Fiction
Decision Points,Audrey Niffenegger,5.0,1084.0,8.0,,Non Fiction
Frozen (Little Golden Book),Doug Lemov,4.6,47235.0,16.0,,Fiction
,John Heilemann,3.6,39789.0,25.0,2018.0,Non Fiction
The Day the Crayons Quit,Angie Grace,4.6,4658.0,9.0,2009.0,Fiction
"Option B: Facing Adversity, Building Resilience, and Finding Joy",Thomas Piketty,4.3,13273.0,44.0,2014.0,
The Wright Brothers,Roger Priddy,4.3,14213.0,38.0,2013.0,
,Harper Lee,4.8,40384.0,40.0,2016.0,
Pokémon Deluxe Essential Handbook: The Need-to-Know Stats and Facts on Over 700 Pokémon,,3.7,,7.0,2013.0,Non Fiction
The Book of Basketball: The NBA According to The Sports Guy,Laura Hillenbrand,,37894.0,30.0,2018.0,Non Fiction
Laugh-Out-Loud Jokes for Kids,Kathryn Stcokett,4.0,18240.0,$41.00,"$2,016.00",Non Fiction
"Diary of a Wimpy Kid: Hard Luck, Book 8",Roger Priddy,5.0,44894.0,46.0,2017.0,Fiction
The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,Thug Kitchen,$3.80,24624.0,5.0,"$2,018.00",Fitcion
The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,Margaret Wise Brown,$4.30,29063.0,6.0,2018.0,Fiction
Teach Like a Champion: 49 Techniques that Put Students on the Path to College,,4.4,"$42,747.00",36.0,2018.0,Non Fiction
And the Mountains Echoed,Tucker Carlson,3.9,35128.0,,2011.0,Non Fiction
Guts,Doug Lemov,4.1,12343.0,24.0,2014.0,Non Fiction
Dog Man: A Tale of Two Kitties: From the Creator of Captain Underpants (Dog Man #3),R. J. Palacio,3.9,29242.0,5.0,2016.0,Fiction
"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",Stephen Kendrick,,19213.0,,2016.0,Fiction
Where the Crawdads Sing,Garth Stein,4.4,22117.0,44.0,2018.0,Fiction
Jesus Calling: Enjoying Peace in His Presence (with Scripture References),American Psychiatric Association,4.0,18423.0,47.0,2012.0,Fiction
The Love Dare,Alex Michaelides,4.9,5648.0,26.0,2009.0,Non Fiction
The Magnolia Story,Daniel James Brown,4.7,12381.0,8.0,2013.0,Non Fiction
The Constitution of the United States,Jon Meacham,4.8,17558.0,30.0,2013.0,Non Fiction
Switch: How to Change Things When Change Is Hard,,4.2,27477.0,46.0,2018.0,
The Wonderful Things You Will Be,Bill Martin Jr.,4.5,16192.0,25.0,"$2,019.00",Non Fcition
Joyland (Hard Case Crime),M Prefontaine,4.5,2304.0,22.0,2014.0,Non Fiction
"The Plant Paradox Cookbook: 100 Delicious Recipes to Help You Lose Weight, Heal Your Gut, and Live Lectin-Free",Todd Burpo,4.6,31113.0,41.0,2010.0,Fiction
What to Expect When You're Expecting,Marie Kondō,3.8,18556.0,20.0,2011.0,Non Fiction
What to Expect When You're Expecting,J. K. Rowling,4.2,26807.0,21.0,2013.0,NonF iction
,Sarah Palin,$4.90,48169.0,,2014.0,Fiction
Good Days Start With Gratitude: A 52 Week Guide To Cultivate An Attitude Of Gratitude: Gratitude Journal,F. A. Hayek,$4.40,,,2010.0,Non Fiction
Teach Like a Champion: 49 Techniques that Put Students on the Path to College,Ta-Nehisi Coates,3.6,13080.0,28.0,,Fiction
Inheritance: Book IV (Inheritance Cycle),Edward Klein,3.9,26391.0,30.0,2013.0,Fiction
If Animals Kissed Good Night,Robert Jordan,4.8,42114.0,29.0,2013.0,Non Fiction
"Uninvited: Living Loved When You Feel Less Than, Left Out, and Lonely",,3.5,18216.0,,2018.0,Non Fiction
"Thinking, Fast and Slow",Jeff Kinney,4.0,38702.0,,"$2,011.00",Non Fiction
Dover Creative Haven Art Nouveau Animal Designs Coloring Book (Creative Haven Coloring Books),Kevin Kwan,4.2,2422.0,31.0,,Non Fiction
"Hyperbole and a Half: Unfortunate Situations, Flawed Coping Mechanisms, Mayhem, and Other Things That Happened",Jim Collins,4.9,35297.0,48.0,2010.0,Fiction
"The 4 Hour Body: An Uncommon Guide to Rapid Fat Loss, Incredible Sex and Becoming Superhuman",Steven D. Levitt,3.9,48645.0,19.0,2014.0,Fiction
Old School (Diary of a Wimpy Kid #10),Mike Moreno,4.2,44637.0,21.0,2014.0,Fiction
The Lost Symbol,Randall Munroe,4.0,22868.0,43.0,2013.0,Fiction
Life,Drew Daywalt,3.7,28904.0,25.0,2017.0,Non Fiction
If Animals Kissed Good Night,R. J. Palacio,3.7,15993.0,22.0,2012.0,
The Girl with the Dragon Tattoo (Millennium Series),Dr. Steven R Gundry MD,4.2,,40.0,2018.0,Fiction
Double Down (Diary of a Wimpy Kid #11),James Patterson,4.8,23000.0,35.0,2010.0,
Lettering and Modern Calligraphy: A Beginner's Giude: Learn Hand Lettering and Brush Lettering,,4.6,27408.0,39.0,2011.0,Non Fiction
"Autobiography of Mark Twain, Vol. 1",Delegates of the Constitutional,4.2,34328.0,48.0,2017.0,
When Breath Becomes Air,Laurel Randolph,4.5,2738.0,13.0,2018.0,Fiction
"Oh, the Places You'll Go!",Rob Bell,3.8,18739.0,49.0,2015.0,Fiction
Food Rules: An Eater's Manual,Ron Chernow,4.8,41016.0,17.0,2018.0,Fiction
Knock-Knock Jokes for Kids,,4.6,4821.0,39.0,2015.0,Fiction
Educated: A Memoir,James Dashner,4.1,48729.0,40.0,,Non Fiction
"The Plant Paradox: The Hidden Dangers in ""Healthy"" Foods That Cause Disease and Weight Gain",,4.4,,46.0,2019.0,Fiction
No Easy Day: The Autobiography of a Navy Seal: The Firsthand Account of the Mission That Killed Osama Bin Laden,Angie Thomas,4.1,"$22,803.00",$5.00,2016.0,Non Fiction
,J. D. Vance,3.5,24625.0,32.0,2012.0,Non Fiction
Humans of New York,Stephen R. Covey,3.9,35341.0,5.0,2013.0,
Percy Jackson and the Olympians Paperback Boxed Set (Books 1-3),Gayle Forman,,18134.0,8.0,2013.0,Fiction
The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness,Edward M. Kennedy,4.5,29168.0,11.0,2019.0,Fiction
"Adult Coloring Books: A Coloring Book for Adults Featuring Mandalas and Henna Inspired Flowers, Animals, and Paisley…",George W. Bush,$4.30,267.0,17.0,2017.0,Non Fiction
The Book of Basketball: The NBA According to The Sports Guy,Marty Noble,4.0,,26.0,2010.0,
Humans of New York : Stories,Paula Hawkins,4.6,46486.0,46.0,2013.0,Non Fcition
"Girl, Stop Apologizing: A Shame-Free Plan for Embracing and Achieving Your oGals",Marty Noble,4.1,25929.0,$18.00,2011.0,Non Fiction
"Delivering Happiness: A Path to Profits, Passion, and Purpose",Paulo Coelho,,,36.0,2014.0,Fiction
The Harbinger: The Ancient Mystery that Holds the Secret of America's Future,Christopher Paolini,4.5,29435.0,,2010.0,Non Fiction
Make It Ahead: A Barefoot Contessa Cookbook,Hopscotch Girls,4.3,36545.0,37.0,2016.0,Fictoin
Dog Man and Cat Kid: From the Creator of Captain Underpants (Dog Man #4),The Staff of The Late Show with,4.1,6539.0,17.0,2019.0,Fiction
The 17 Day Diet: A Doctor's Plan Designed for Rapid Results,Dan Brown,4.5,13687.0,21.0,2014.0,Fiction
Rush Revere and the Brave Pilgrims: Time-Travel Adventures with Exceptional Americans (1),,3.7,28283.0,,2018.0,Non Ficiton
,Raina Telgemeier,4.9,47962.0,37.0,2011.0,
"The Serpent's Shadow (The Kane Chronicles, Book 3)",Tatiana de Rosnay,4.6,7685.0,42.0,,Non Fiction
"Harry Potter and the Cursed Child, Parts 1 & 2, Special Rehearsal Edition Script",Neil deGrasse Tyson,4.6,"$21,130.00",17.0,2014.0,Non Fiction
Capital in the Twenty First Century,John Green,4.6,49297.0,20.0,2012.0,Fiction
The Alchemist,Dr. Steven R Gundry MD,4.6,46571.0,23.0,2014.0,Fiction
The Racketeer,Alex Michaelides,4.8,14299.0,43.0,2016.0,
Percy Jackson and the Olympians Paperback Boxed Set (Books 1-3),Daniel H. Pink,3.6,,11.0,2018.0,Fiction
Divergent / Insurgent,Alice Schertle,$4.30,24893.0,44.0,2010.0,Fiction
The Casual Vacancy,Khaled Hosseini,4.7,17315.0,,2013.0,
Olive Kitteridge,J. D. Vance,4.4,43822.0,22.0,2013.0,Non Fiction
Eclipse (Twilight),National Geographic Kids,4.5,,34.0,2012.0,Fiction
A Man Called Ove: A Novel,Michael Lewis,4.4,25160.0,36.0,2018.0,Fiction
"Love Wins: A Book About Heaven, Hell, and the Fate of Every Person Who Ever Lived",Markus Zusak,4.6,20759.0,$27.00,2014.0,Fiction
Hillbilly Elegy: A Memoir of a Family and Culture in Crisis,,3.6,686.0,17.0,2015.0,Fiction
Diary of a Wimpy Kid: The Last Straw (Book 3),School Zone,4.0,20791.0,$40.00,2010.0,Fiction
The Art of Racing in the Rain: A Novel,Michae lLewis,4.0,5666.0,27.0,2017.0,Non Fiction
The Constitution of the United States,Craig Smith,3.6,3263.0,45.0,,Fiction
The Book Thief,Ina Garten,,5661.0,38.0,2016.0,Fiction
"Publication Manual of the American Psychological Association, 6th Edition",Peter A. Lillback,4.0,27632.0,48.0,,Fiction
Dog Man: A Tale of Two Kitties: From the Creator of Captain Underpants (Dog Man #3),Mark Twain,4.7,65.0,37.0,2009.0,Non Fiction
Where the Crawdads Sing,Amy Ramos,4.3,24357.0,45.0,2014.0,Fiction
A Gentleman in Moscow: A Novel,RH Dinsey,4.8,14703.0,30.0,,
The Lego Ideas Book: Unlock Your Imagination,Daniel Lipkowitz,4.4,1329.0,10.0,2009.0,
George Washington's Secret Six: The Spy Ring That Saved the American Revolution,Charles Krauthammer,4.4,17953.0,34.0,2011.0,Fiction
The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Diet…,Tony Hsieh,4.4,12290.0,34.0,2010.0,Fiction
oLve You Forever,W. Cleon Skousen,4.4,1694.0,40.0,2010.0,Non Fiction
Humans of New York : Stories,Jordan B. Peterson,4.1,35684.0,30.0,2018.0,Non Fiction
"The Throne of Fire (The Kane Chronicles, Book 2)",James Patterson,,25291.0,34.0,2014.0,
,Randall Munroe,4.1,26407.0,12.0,2019.0,Fiction
The Wonky Donkey,Ann Whitford Paul,3.8,15205.0,46.0,2018.0,
The Tipping Point: How Little Things Can Make a Big Difference,Justin Halpern,4.2,49618.0,26.0,,Fiction
Humans of New York : Stories,David McCullough,4.8,9204.0,44.0,2011.0,Non Fiction
P is for Potty! (Sesame Street) (Lift-the-Flap),Bill O'Reilly,$4.10,36949.0,18.0,2010.0,Fiction
Little Bee: A Novel,Gillian Flynn,,47253.0,41.0,2018.0,Fiction
,Margaret Wise Brown,4.8,40513.0,17.0,2014.0,Fiction
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,Giles Andreae,4.1,3510.0,22.0,2009.0,Non Fiction
The Casual Vacancy,Delegates of the Constitutional,5.0,15406.0,40.0,2010.0,Non Fiction
Eclipse (Twilight Sagas),Gayle Forman,3.8,38694.0,37.0,2014.0,Non Fiction
JOURNEY TO THE ICE P,,3.9,9322.0,45.0,2014.0,Fiction
,Laura Hillenbrand,3.7,49384.0,$41.00,2009.0,Non Fiction
,James Comey,3.8,12011.0,29.0,,Non Fiction
Homebody: A Guide to Creating Spaces You Never Want to Leave,Ann Whitford Paul,4.6,23568.0,49.0,2012.0,Fiction
Food Rules: An Eater's Manual,Stieg Larsson,$3.60,,6.0,2011.0,Fiction
,,$3.50,36157.0,12.0,2019.0,
Origin: A Novel (Robert Langdon),Ray Bradbury,3.8,38063.0,15.0,2015.0,Fiction
Harry Potter Paperback Box Set (Books 1-7),Marty Noble,4.0,46302.0,14.0,2019.0,
Olive Kitteridge,Sheryl Sandberg,4.6,"$43,805.00",,2013.0,
Frozen (Little Golden Book),The Washington Post,4.3,6639.0,41.0,2010.0,Non Fiction
,Suzanne Collins,4.6,12737.0,9.0,2019.0,Non Fiction
The Alchemist,,4.5,47520.0,$12.00,2009.0,Non Fiction
Kitchen Confidential Updated Edition: Adventures in the Culinary Underbelly (P.S.),J.K. Rowling,3.9,43964.0,17.0,2012.0,Non Fiction
"Happy, Happy, Happy: My Life and Legacy as the Duck Commander",Giles Andreae,3.6,14265.0,19.0,2014.0,Fiction
Ready Player One: A Novel,School Zone,4.1,18814.0,,,Fiction
The Paris Wife: A Novel,George R. R. Martin,4.3,32168.0,17.0,2012.0,Non Fiction
Rush Revere and the Brave Pilgrims: Time-Travel Adventures with Exceptional Americans (1),J.K. Rowling,4.2,1180.0,45.0,2014.0,Fiction
"Delivering Happiness: A Path to Profits, Passion, and Purpose",Chip Heath,4.6,12659.0,33.0,2009.0,Fiction
Unfreedom of the Press,Paulo Coelho,$3.90,"$26,701.00",11.0,"$2,013.00",Non Fiction
The aMrtian,Eric Larson,5.0,45022.0,32.0,2011.0,
"The 4 Hour Body: An Uncommon Guide to Rapid Fat Loss, Incredible Sex and Becoming Superhuman",Eben Alexander,3.9,6886.0,6.0,2017.0,
"The Road to Serfdom: Text and Documents--The Definitive Edition (The Collected Works of F. A. Hayek, Volume 2)",John Grisham,4.2,17263.0,9.0,"$2,016.00",Fiction
Game of Thrones Boxed Set: A Game of Thrones/A Clash of Kings/A Storm of Swords/A Feast for Crows,Sarah Palin,3.9,46032.0,23.0,2009.0,Fiction
,James Dashner,4.0,40109.0,15.0,2014.0,Fiction
,Coloring Books for Adults,4.3,25971.0,,2010.0,Fictino
11/22/63: A Novel,Kathryn Stockett,4.0,44108.0,,2011.0,Non Fiction
The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Edward Klein,,44978.0,40.0,,Non Fiction
A Patriot's History of the United States: From Columbus's Great Discovery to the War on Terror,James Comey,,17058.0,18.0,2009.0,Non Fiction
What to Expect When You're Expecting,Stephen R. Covey,4.2,"$16,631.00",$7.00,,Non Fiction
Capital in the Twenty First Century,Bill O'Reilly,4.7,,11.0,,Fiction
The Fault in Our Stars,Jonathan Cahn,,7818.0,10.0,2013.0,Non Fiction
Instant Pot Pressure Cooker Cookbook: 500 Everyday Recipes for Beginners and Advanced Users. Try Easy and Healthy…,Bill Simmons,4.5,32071.0,25.0,2013.0,Non Fiction
Loenardo da Vinci,Paul Kalanithi,4.0,24846.0,20.0,2016.0,
George Washington's Secret Six: The Spy Ring That Saved the American Revolution,The Staff of The Late Show with,3.6,,8.0,,Non Fiction
The Girl Who Played with Fire (Millennium Series),Ron Chernow,3.7,"$22,815.00",46.0,2013.0,Non Fiction
Crazy Rich Asians (Crazy Rich Asians Trilogy),,3.7,38928.0,34.0,2017.0,
The Tipping Point: How Little Things Can Make a Big Difference,Michael Pollan,4.1,,25.0,2016.0,
Konck-Knock Jokes for Kids,Fredrik Backman,3.9,10968.0,38.0,2011.0,Fiction
The Meltdown (Diary of a Wimpy Kid Book 13),Mark Twain,4.6,,40.0,2012.0,Non Fiction
The Getaway,John Grisham,,25482.0,9.0,2015.0,Fiction
The Short Second Life of Bree Tanner: An Eclipse Novella (The Twilight Saga),Dav Pilkey,4.1,35088.0,24.0,2011.0,Fiction
Fire and Fury: Inside the Trump White House,Mark R. Levin,3.5,,33.0,2013.0,Fiction
Good Days Start With Gratitude: A 52 Week Guide To Cultivate An Attitude Of Gratitude: Gratitude Journal,Chip Gaines,3.8,692.0,45.0,,
The Great Gatsby,,4.8,,10.0,2013.0,Fiction
Pokémon Deluxe Essential Handbook: The Need-to-Know Stats and Facts on Over 700 Pokémon,,4.2,,37.0,2009.0,Non Fiction
"Dead Reckoning (Sookie Stackhouse/True Blood, Book 11)",Pete Souza,4.2,11444.0,10.0,2018.0,Fiction
Creative Haven Creative Cats Coloring Book (Adult Coloring),George Orwell,4.4,39762.0,39.0,"$2,019.00",Fiction
"Dog Days (Diary of a Wimpy Kid, Book 4) (Volume 4)",Sasha O'Hara,3.7,"$22,634.00",$24.00,2015.0,Ficiton
No Easy Day: The Autobiography of a Navy Seal: The Firsthand Account of the Mission That Killed Osama Bin Laden,Kevin Kwan,4.7,43448.0,28.0,2015.0,Fiction
Arguing with Idiots: How to Stop Small Minds and Big Government,Keith Richards,4.3,3562.0,45.0,2018.0,Non Fiction
,Besesl van der Kolk M.D.,4.4,48264.0,34.0,2009.0,
The 17 Day Diet: A Doctor's Plan Designed for Rapid Results,,4.8,22872.0,47.0,"$2,016.00",Fiction
The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Diet…,Howard Stern,3.9,7751.0,37.0,2015.0,Non Fiction
,Edward M. Kennedy,3.9,2147.0,38.0,2013.0,Non Fiction
,Ree Drummond,3.9,43422.0,38.0,2018.0,Non Fiction
Where the Crawdads Sing,James Dashner,3.6,15873.0,31.0,2013.0,Non Fiction
Dog Man: For Whom the Ball Rolls: From the Creator of Captain Underpants (Dog Man #7),Stieg Larsson,4.3,5542.0,12.0,,Fiction
The Power of Habit: Why We Do What We Do in Life and Business,Pete Souza,3.6,47825.0,16.0,2016.0,Non Fiction
Little Blue Truck,,$3.80,34807.0,42.0,2013.0,Non Fiction
"Cabin Fever (Diary of a Wimpy Kid, Book 6)",Steven D. Levitt,4.5,13555.0,37.0,2019.0,Non Fiction
Go Set a Watchman: A Novel,Daniel James Brown,4.2,10785.0,20.0,2016.0,Non Fiction
Fifty Shades Trilogy (Fifty Shades of Grey / Fifty Shades Darker / Fifty Shades Freed),Malcolm Gladwell,4.5,3640.0,,2011.0,Nno Fiction
The Nightingale: A Novel,,,44988.0,34.0,2018.0,
The Martian,Peter A. Lillback,3.9,36316.0,17.0,2014.0,Fiction
A Stolen Life: A Memoir,Joann aGaines,4.4,,38.0,2017.0,Non Fiction
Fifty Shades Freed: Book Three of the Fifty Shades Trilogy (Fifty Shades of Grey Series) (English Edition),,3.9,11172.0,5.0,,Fiction
Becoming,Daniel Kahneman,4.0,5361.0,16.0,2012.0,Fiction
The Book of Basketball: The NBA According to The Sports Guy,Mike Moreno,5.0,28274.0,,,
,Mark Hyman M.D.,$3.90,14270.0,38.0,2010.0,Fiction
Homebody: A Guide to Creating Spaces You Never Want to Leave,Daniel Lipkowitz,4.7,,43.0,2013.0,Fiction
Frozen (Little Golden Book),Sandra Boynton,5.0,807.0,35.0,2013.0,Fiction
"Glenn Beck's Common Sense: The Case Against an Out-of-Control Government, Inspired by Thomas Paine",Keith Richards,4.5,4912.0,44.0,2016.0,Non Fiction
Can't Hurt Me: Master Your Mind and Defy the Odds,Setphen King,3.5,39724.0,45.0,2009.0,Non Fiction
Becoming,Jeff Kinney,3.8,28168.0,44.0,2010.0,Non Fiction
American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,Jeff Kinney,4.5,40032.0,17.0,2015.0,Non Fiction
"Soul Healing Miracles: Ancient and New Sacred Wisdom, Knowledge, and Practical Techniques for Healing the Spiritual…",Christina Baker Kline,4.2,,41.0,,Non Fiction
"The House of Hades (Heroes of Olympus, Book 4)",Mitch Albom,4.5,26631.0,27.0,,Fiction
The Book of Basketball: The NBA According to The Sports Guy,Pete Souza,3.8,22549.0,39.0,,Fiction
The Goldfinch: A Novel (Pulitzer Prize for Fiction),Atul Gawande,3.8,25886.0,13.0,2016.0,Non Fiction
The President Is iMssing: A Novel,Stieg Larsson,4.3,864.0,21.0,"$2,010.00",Fiction
Leonardo da Vinci,Bill O'Reilly,,18770.0,31.0,2014.0,Fiction
The Book Thief,Emily Winfield Martin,4.0,24004.0,48.0,2011.0,Fiction
First 100 Words,Samin Nosrat,5.0,26010.0,7.0,2010.0,Non Fiction
"Secret Garden: An Inky Treasure Hunt and Coloring Book (For Adults, mindfulness coloring)",Rob Bell,4.3,45323.0,,2017.0,Non Fiction
,William P. Yuong,3.7,2938.0,43.0,2012.0,
,Tara Westover,3.9,46335.0,15.0,2015.0,Fiction
"The 4 Hour Body: An Uncommon Guide to Rapid Fat Loss, Incredible Sex and Becoming Superhuman",William Davis,4.6,,13.0,2010.0,Non Fiction
The Subtle Art of Not Giving a *Fck: A Counterintuitive Approach to Living a Good Life,George R. R. Martin,4.3,,5.0,2019.0,Non Fiction
Outliers: The Story of Success,Gillian Flynn,,33443.0,13.0,2009.0,Fiction
Killing Lincoln: The Shocking Assassination that Changed America Forever (Bill O'Reilly's Killing Series),Johanna Basford,3.8,27748.0,28.0,2019.0,Fiction
The Girl with the Dragon Tattoo (Millennium Series),W. Cleon Skousen,4.8,26650.0,31.0,,Non Fiction
The Twilight Saga Collection,,4.6,31973.0,24.0,2017.0,Non Fiction
"Towers of Midnight (Wheel of Time, Book Thirteen)",F. Scott Fitzgerald,$4.90,999.0,34.0,2019.0,Fiction
The Guernsey Literary and Potato Peel Pie Society,Laurel Randolph,$4.00,37806.0,12.0,2016.0,Non Fiction
"Game Change: Obama and the Clintons, McCain and Palin, and the Race of a Lifetime",Mary Ann Shaffer,,,12.0,2011.0,Fiction
,David Perlmutter MD,4.0,,7.0,2011.0,Fiction
"The Pioneer Woman Cooks: A Year of Holidays: 140 Step-by-Step Recipes for Simple, Scrumptious Celebrations",Allie Brosh,3.8,44270.0,,2015.0,Non Fiction
,Delegates of the Constitutional,4.8,42295.0,35.0,2010.0,Non Fiction
,,3.8,43464.0,49.0,,Fcition
First 100 Words,Phil Robertson,3.8,4592.0,24.0,"$2,019.00",Non Fiction
"Broke: The Plan to Restore Our Trust, Truth and Treasure",Rush Limbaugh,3.9,11418.0,16.0,2012.0,Non Fiction
"Dead Reckoning (Sookie Stackhouse/True Blood, Book 11)",Jon Meacham,4.0,13629.0,48.0,,
"Harry Potter and the Goblet of Fire: The Illustrated Edition (Harry Potter, Book 4) (4)",Nathan W. Pyle,4.6,,43.0,,Fiction
"Happy, Happy, Happy: My Life and Legacy as the Duck Commander",Fredrik Backman,4.1,15123.0,30.0,2016.0,Non Fiction
The Great Gatsby,Chip Gaines,$4.20,4349.0,13.0,"$2,016.00",Non Fiction
The Pout-Pout Fish,Laura Hillenbrand,4.9,46875.0,47.0,2017.0,Non Fiction
The Mueller Report,Sherri Duskey Rinker,4.3,26286.0,29.0,,Non Fiction
,Ina Garten,4.3,1989.0,41.0,2009.0,Fiction
hTe Tipping Point: How Little Things Can Make a Big Difference,Paper Peony Press,$4.20,30125.0,8.0,2017.0,Non Fiction
Good to Great: Why Some Companies Make the Leap and Others Don't,Kristin Hannah,3.8,10339.0,43.0,2018.0,Non Fiction
Women Food and God: An Unexpected Path to Almost Everything,,3.7,45796.0,,2014.0,Fiction
The Tipping Point: How Little Things Can Make a Big Difference,Stieg Larsson,4.6,1736.0,31.0,2019.0,Non Fiction
Ultimate Sticker Book: Frozen: More Than 60 Reusable Full-Color Stickers,R. J. Palacio,,18066.0,28.0,2016.0,Non Fiction
Astrophysics for People in a Hurry,School Zone,4.5,16260.0,,2017.0,Fiction
"The Third Wheel (Diary of a Wimpy Kid, Book 7)",Amro Towles,4.4,34466.0,47.0,2014.0,Non Fiction
Mindset: The New Psychology of Success,John Green,4.2,34493.0,36.0,2013.0,Non Fiction
"5,000 Awesome Facts (About Everything!) (National Geographic Kids)",Charles Duhigg,5.0,"$7,832.00",,2019.0,Fiction
"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead",Andy Weir,4.8,5942.0,5.0,2013.0,
Howard Stern Comes Again,aMurice Sendak,4.2,11244.0,$37.00,2017.0,Non Fiction
The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Diet…,James Dashner,4.1,7716.0,24.0,2017.0,Non Fiction
Balance (Angie's Extreme Stress Menders),Kristin Hannah,$4.10,14486.0,24.0,2013.0,Fiction
Jesus Calling: Enjoying Peace in His Presence (with Scripture References),Dinah Bucholz,3.7,32574.0,31.0,2014.0,Fiction
Magnolia Table: A Collection of Recipes for Gathering,Veronica Roth,3.8,"$20,801.00",21.0,2011.0,Non Fiction
Frozen (Little Golden Book),Ian K. Smith M.D.,4.3,34098.0,,2016.0,Fiction
The Official SAT Study Guide,Kevin Kwna,4.7,14710.0,,2014.0,Non Fiction
,George R.R. Martin,4.2,24906.0,$32.00,2014.0,Non Fiction
Night (Night),Keith Richards,5.0,28757.0,18.0,2016.0,Non Fiction
Three Cups of Tea: One Man's Mission to Promote Peace - One School at a Time,Edward Klein,4.4,48372.0,29.0,2018.0,
Doctor Sleep: A Novel,Golden Books,4.0,,36.0,,Non Fiction
Wrecking Ball (Diary of a Wimpy Kid Book 14),Rachel Hollis,3.9,1633.0,,2013.0,Non Fiction
